Year,OuderRegioNaam,Unnamed: 0,Kiesgerechtigden,Opkomst,OngeldigeStemmen,BlancoStemmen,GeldigeStemmen,VVD,PVV (Partij voor de Vrijheid),CDA,Democraten 66 (D66),GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,Volt,JA21,BBB,BIJ1,Piratenpartij,Rooms-Katholieke Staatspartij (RKSP),Sociaal-Democratische Arbeiderspartij (SDAP),Anti-Revolutionaire Partij,Liberale Unie,CHU 1,Vrijzinnig-Democratische Bond (VDB),CHU 2,Vrijheidsbond 1,Vrijheidsbond 2,Communistische Partij van Nederland,HGSP,Christelijk-Historische Unie,Liberale Staatspartij (LSP),Rooms-Katholieke Volkspartij (RKVP),Plattelandersbond,Christelijk-Democratische Unie,Nationaal-Socialistische Beweging (NSB),Katholieke Volkspartij (KVP),Partij van de Vrijheid,Overig,Lijst Welter,Katholieke Nationale Partij,Gereformeerd Politiek Verbond (GPV),Pacifistisch-Socialistische Partij (PSP),Boeren Partij,Democratisch Socialisten '70,Politieke Partij Radikalen (PPR),Nederlandse Middenstands Partij,Rooms Katholieke Partij Nederland (RKPN),Reformatorische Politieke Federatie (RPF),Evangelische Volkspartij,CP,Centrumdemocraten,GL,De Groenen,Algemeen Ouderen Verbond (AOV),Ouderen Unie 55+,Lijst Pim Fortuyn,LN,Verenigde Senioren Partij,ETnNL,TROTS op Nederland Lijst Rita Verdonk,Rechts,Midden ,Links,One issue,Totaal,Man,Vrouw,-20,20-45,45-65,65-80,85,Ongehuwd,Gehuwd,Weduwe,gescheiden,%tov totaal
,Flevoland,1975,174772,138562,0,343,138219,32584,0,24369,23486,0,1758,27849,0,0,0,3312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2848,0,0,0,0,0,0,3935,0,0,3273,4325,286,5750,1430,0,0,0,0,0,35896,57911,34218,7180,234051,115731,118321,57228,76455,69735,23551,7083,102045,107936,13379,10690,2%
,Fryslân,9923,458765,378314,0,907,377407,53699,0,103625,47028,0,2139,119135,0,0,0,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8137,0,0,0,0,0,0,9745,0,0,4137,11478,498,8186,1617,0,0,0,0,0,55886,172672,133250,9803,614369,303785,310584,150219,200688,183050,61819,18593,267862,283326,35120,28062,4%
,Gelderland,25465,1394723,1128895,0,3166,1125729,205673,0,278586,171850,0,11420,267997,0,0,0,35647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12670,0,0,0,0,0,0,30102,0,0,20569,37244,1475,31280,7256,0,0,0,0,0,241320,513777,318136,38536,1867786,923558,944228,456691,610126,556502,187941,56526,814344,861359,106770,85312,12%
,Groningen,8355,436260,347689,0,922,346767,49268,0,60082,48747,0,5883,120763,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15716,0,0,0,0,0,0,6412,0,0,4379,15651,695,9657,2036,0,0,0,0,0,49908,135336,142992,11693,584231,288883,295348,142850,190843,174070,58787,17681,254721,269427,33397,26685,4%
,Limburg,18449,851450,630174,0,3165,627009,92573,0,181084,90986,0,13847,153504,0,0,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2574,0,0,0,0,0,0,1555,0,0,18523,20131,676,33871,6378,0,0,0,0,0,93375,294722,188158,40249,1140245,563813,576432,278801,372469,339733,114734,34508,497141,525842,65181,52081,7%
,Noord-Brabant,38479,1701828,1313766,0,4683,1309083,237315,0,355049,212945,0,29374,274599,0,0,0,6353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4760,0,0,0,0,0,0,6851,0,0,36351,37054,1391,74546,13439,0,0,0,0,0,243668,615956,342418,87985,2279055,1126917,1152138,557250,744470,679038,229323,68973,993655,1051023,130280,104097,15%
,Noord-Holland,21735,1812865,1399525,0,3854,1395671,342020,0,226500,239447,0,12028,347060,0,0,0,3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7935,0,0,0,0,0,0,12692,0,0,32761,68724,3647,57264,13610,0,0,0,0,0,346006,519335,431459,70874,2427754,1200443,1227310,593609,793043,723343,244286,73473,1058487,1119597,138780,110889,16%
,Overijssel,13178,779057,645336,0,1643,643693,99222,0,190671,83312,0,4994,155579,0,0,0,13818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18601,0,0,0,0,0,0,20567,0,0,9598,16330,839,13817,7782,0,0,0,0,0,113040,322749,177742,21599,1043298,515876,527422,255096,340801,310848,104979,31574,454872,481134,59639,47653,7%
,Total,636,11455924,9021283,0,39727,8981556,1792401,0,1996418,1391202,0,118768,2153135,0,0,0,155251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119158,0,0,0,0,0,0,158705,0,0,220734,311399,13902,326401,78147,0,0,0,0,0,1947652,3886217,2597204,404548,15341553,7585887,7755666,3751154,5011430,4570975,1543699,464295,6688832,7075002,876986,700733,100%
,Utrecht,11173,781069,635945,0,2976,632969,147063,0,130232,107188,0,5703,121184,0,0,0,14558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12894,0,0,0,0,0,0,15648,0,0,15464,29716,888,18549,4818,0,0,0,0,0,161621,281426,157491,23367,1045993,517208,528784,255755,341681,311651,105250,31656,456047,482376,59793,47776,7%
,Zeeland,10185,271997,216252,0,726,215526,40440,0,44946,29146,0,1274,48282,0,0,0,16963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3781,0,0,0,0,0,0,6397,0,0,5959,5081,237,8077,2038,0,0,0,0,0,57403,90229,54874,10115,364253,180111,184142,89063,118986,108528,36652,11024,158812,167981,20822,16637,2%
,Zuid-Holland,31982,2447285,1901790,0,16722,1885068,440650,0,344921,297455,0,27603,419026,0,0,0,56298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22469,0,0,0,0,0,0,40101,0,0,66282,58594,2955,59434,15962,0,0,0,0,0,496948,771228,508178,75396,3277357,1620544,1656813,801345,1070573,976480,329774,99186,1428909,1511405,187347,149695,21%
1998,Drenthe,2648,356280,273110,0,268,272842,58988,0,48899,22051,0,7841,101773,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6473,0,0,0,0,780,0,5249,0,0,0,15257,357,0,0,0,0,0,0,0,59663,83452,125228,0,464672,230702,233970,113378,164889,116890,54263,15252,187620,229595,18177,29280,3%
,Flevoland,1724,204917,149315,0,190,149125,43431,0,22117,13451,0,3959,38531,0,0,0,3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344,0,0,0,0,581,0,4978,0,0,891,9845,216,0,0,0,0,0,0,0,46887,45362,52551,0,293286,146570,146716,90177,119950,56560,22125,4474,135362,131166,16572,10186,2%
,Fryslân,8665,468739,364201,0,487,363714,59515,0,96174,25631,0,11753,122277,0,0,0,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6998,0,0,0,0,1110,0,8879,0,0,1364,24683,480,0,0,0,0,0,0,0,61391,140156,159193,0,618115,308335,309780,158565,224547,147088,65970,21945,271087,283968,25952,37108,4%
,Gelderland,22248,1433859,1088803,0,1605,1087198,249891,0,222216,88589,0,31164,315803,0,0,0,36330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11567,0,0,0,0,3318,0,33519,0,0,3682,72885,2027,0,0,0,0,0,0,0,286221,362891,421879,0,1895656,936043,959613,472368,715826,452658,197075,57729,827115,882183,78306,108052,13%
,Groningen,7280,437263,326957,0,529,326428,53555,0,52341,28037,0,14034,120972,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14778,0,0,0,0,727,0,6301,0,0,1351,26369,710,0,0,0,0,0,0,0,54196,103535,162085,0,558017,276235,281782,126942,219539,130557,60093,20886,256229,238635,27383,35770,4%
,Limburg,15331,860125,587796,0,1214,586582,124812,0,142627,43246,0,29183,175277,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,0,0,0,0,1259,0,1364,0,0,5932,43757,923,0,0,0,0,0,0,0,125062,195445,249140,0,1137935,565169,572766,259612,422978,294960,128875,31510,457140,554581,57552,68662,8%
,Noord-Brabant,18727,1753207,1236296,0,1795,1234501,302947,0,265677,103091,0,65077,356928,0,0,0,5450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3586,0,0,0,0,3660,0,7338,0,0,9403,82185,1827,0,0,0,0,0,0,0,308397,392755,506017,0,2319262,1158576,1160686,566105,892703,572264,229421,58769,992141,1101908,106387,118826,15%
,Noord-Holland,18974,1856158,1343957,0,2921,1341036,391465,0,167378,154610,0,41300,380784,0,0,0,3445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6588,0,0,0,0,4200,0,13881,0,0,8532,130442,4756,0,0,0,0,0,0,0,394910,355189,557282,0,2486105,1220735,1265370,569769,994815,584778,253392,83351,1165089,1010728,171340,138948,16%
,Overijssel,11538,797807,624273,0,925,623348,116610,0,166671,41311,0,15966,180974,0,0,0,14077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18263,0,0,0,0,1443,0,19968,0,0,2847,35017,895,0,0,0,0,0,0,0,130687,250503,232852,0,1063527,530242,533285,273916,401529,244584,111468,32030,467482,495712,38298,62035,7%
,Total,548,11755132,8622222,0,14435,8607787,2124971,0,1581053,773497,0,303703,2494555,0,0,0,153583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108724,0,0,0,0,23512,0,174593,0,0,52226,625968,16585,0,0,0,0,0,0,0,2278554,2713605,3440811,0,15654192,7740074,7914118,3809170,6025562,3709741,1616527,493192,6910940,7044539,816151,882562,103%
,Utrecht,9433,812212,621166,0,700,620466,171996,0,99056,70669,0,15824,146240,0,0,0,14860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12351,0,0,0,0,1651,0,18420,0,0,3441,53365,1310,0,0,0,0,0,0,0,186856,205588,216739,0,1088621,530809,557812,268866,439566,244782,102731,32676,507822,470263,54665,55871,7%
,Zeeland,5379,276159,203550,0,268,203282,47393,0,34982,14024,0,5640,56515,0,0,0,16828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3577,0,0,0,0,549,0,7354,0,0,1161,11090,225,0,0,0,0,0,0,0,64221,61647,73470,0,369949,183218,186731,90417,128603,90888,44316,15725,147841,181246,17282,23580,2%
,Zuid-Holland,27931,2498406,1802798,0,3533,1799265,504368,0,262915,168787,0,61962,498481,0,0,0,55695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20182,0,0,0,0,4234,0,47342,0,0,13622,121073,2859,0,0,0,0,0,0,0,560063,517082,684375,0,3359047,1653440,1705607,819055,1300617,773732,346798,118845,1496012,1464554,204237,194244,22%
2002,Drenthe,2273,364876,291961,0,233,291728,47094,0,75827,14037,0,14625,69411,10043,0,0,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18029,0,0,0,35902,4100,891,0,0,88215,99907,102065,891,478799,237335,241464,117699,159914,126883,56679,17624,195882,231317,21658,29942,3%
,Flevoland,1542,238296,187509,0,182,187327,32283,0,44251,9316,0,8946,25744,8337,0,0,4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12643,0,0,0,36082,4140,947,0,0,76724,61904,47333,947,341721,171206,170515,103923,135181,73057,23630,5930,162209,147182,21091,11239,2%
,Fryslân,7719,480774,393729,0,455,393274,48519,0,130364,16507,0,21926,77335,14473,0,0,2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26010,0,0,0,48403,5867,1111,0,0,105024,161344,125271,1111,636184,317582,318602,162203,221119,161272,68366,23224,283059,285854,30244,37027,4%
,Gelderland,17178,1465096,1188999,0,1428,1187571,175614,0,364064,56447,0,64610,180094,36518,0,0,38875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84053,0,0,0,165096,15609,3626,0,0,395194,457029,328757,3626,1949233,963378,985855,488762,701709,490994,205339,62429,859852,890007,90628,108746,13%
,Groningen,6497,442639,348224,0,426,347798,44471,0,77221,18220,0,23923,83174,19192,0,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31120,0,0,0,42432,4881,982,0,0,93125,114633,138217,982,570480,282889,287591,130972,215877,141258,60311,22062,268142,236491,30768,35079,4%
,Limburg,12286,865001,637760,0,843,636917,78545,0,233538,26222,0,36637,78823,2434,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43108,0,0,0,120980,10990,3098,0,0,210979,262194,158568,3098,1143296,567732,575564,259834,397154,314759,135778,35771,463780,544774,64854,69888,8%
,Noord-Brabant,16496,1798220,1386493,0,1527,1384966,220213,0,450606,69395,0,98033,163624,9642,0,0,5812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88914,0,0,0,243989,22606,6829,0,0,492620,529643,350571,6829,2391123,1194643,1196480,584453,877553,614842,249285,64990,1037357,1108111,122989,122666,16%
,Noord-Holland,16022,1894355,1492264,0,3908,1488356,271091,0,306464,96393,0,109213,246301,18571,0,0,3942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129903,0,0,0,262287,30107,9715,0,0,567427,421428,485417,9715,2559477,1259624,1299853,594385,984834,636432,255096,88730,1224734,1014222,184991,135530,17%
,Overijssel,6510,816105,664913,0,608,664305,80424,0,245316,27086,0,31321,104501,34606,0,0,15834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39197,0,0,0,74100,8538,1912,0,0,178896,307008,175019,1912,1094032,546246,547786,281986,398621,263440,115627,34358,486624,500766,44447,62195,7%
,Total,496,12035935,9515226,0,14074,9501152,1466722,0,2653723,484317,0,560447,1436023,240953,0,0,163562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660692,0,0,0,1614801,153055,39005,0,0,3398140,3378993,2657162,39005,16105285,7971967,8133318,3940636,5942923,4023012,1667107,531607,7241077,7063982,918350,881876,105%
,Utrecht,7731,845981,697100,0,1094,696006,121233,0,180113,41278,0,41450,91502,25587,0,0,15887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58769,0,0,0,105525,11014,2100,0,0,253659,246978,191721,2100,1139925,557097,582828,284679,444790,269396,105695,35365,541611,480310,61732,56272,7%
,Zeeland,4784,280962,224693,0,267,224426,31471,0,66419,8622,0,10143,29655,8237,0,0,18286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11796,0,0,0,35056,3437,932,0,0,88250,83278,51594,932,377235,186813,190422,92189,123665,99473,44972,16936,151933,181321,20383,23598,2%
,Zuid-Holland,23722,2543630,2001581,0,3103,1998478,315764,0,479540,100794,0,99620,285859,53313,0,0,55548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117150,0,0,0,444949,31766,6862,0,0,848027,633647,502629,6862,3423780,1687422,1736358,839551,1282506,831206,346329,124188,1565894,1443627,224565,189694,22%
2003,Drenthe,2239,366027,303687,0,223,303464,51010,0,75297,10312,0,15377,114759,8726,1107,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12538,0,0,0,11604,1065,0,0,0,64543,94335,142674,1107,481254,238390,242864,118600,158061,129417,57063,18113,198239,230564,22359,30092,3%
,Flevoland,1520,242576,191499,0,174,191325,40749,0,47260,7859,0,10279,48882,6894,1038,0,4057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9198,0,0,0,13384,999,0,0,0,59189,62013,68359,1038,351680,176251,175429,106599,137625,77250,23884,6322,168107,149859,22168,11546,2%
,Fryslân,7601,482668,403469,0,310,403159,50889,0,129190,11184,0,24356,134887,12946,1525,0,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17951,0,0,0,14875,2251,0,0,0,69834,153320,177194,1525,639787,319483,320304,162931,219942,164215,69074,23625,286395,285348,31104,36940,4%
,Gelderland,17117,1469070,1214794,0,1203,1213591,199875,0,384101,43858,0,70411,323097,30535,5002,0,35665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62218,0,0,0,50727,3940,0,0,0,290207,458494,455726,5002,1960422,969008,991414,492839,695887,500954,206679,64063,868961,888913,93708,108840,13%
,Groningen,6399,444101,362409,0,319,362090,47194,0,74555,14100,0,26299,143333,17126,1620,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21804,0,0,0,12136,1081,0,0,0,61517,105781,191436,1620,572997,284313,288684,131879,214415,144055,60205,22443,271389,235356,31445,34807,4%
,Limburg,11717,865126,651782,0,661,651121,91793,0,244319,19039,0,47116,173484,2172,3935,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29060,0,0,0,34781,2903,0,0,0,129788,265530,249660,3935,1141889,567009,574880,258951,389203,319525,137157,37053,464644,540931,66469,69845,8%
,Noord-Brabant,15918,1801870,1410306,0,1514,1408792,257040,0,477654,51218,0,119011,332005,8143,5962,0,5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59811,0,0,0,78870,6549,0,0,0,347563,537015,510827,5962,2400198,1198464,1201734,587189,867417,625235,253044,67313,1045455,1105541,125805,123397,16%
,Noord-Holland,15780,1898293,1503335,0,2863,1500472,322315,0,317221,85261,0,104547,434661,15290,10362,0,3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103864,0,0,0,89987,6658,0,0,0,422150,417772,643072,10362,2573120,1266748,1306372,600924,977309,649637,255017,90233,1238502,1013528,187177,133913,17%
,Overijssel,6385,818355,684547,0,608,683939,92231,0,250104,20678,0,33713,186612,29833,0,0,15149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28532,0,0,0,23162,2054,0,0,0,132596,300615,248857,0,1100677,549597,551080,284046,396650,268250,116375,35356,491995,500563,45883,62236,7%
,Total,489,12076711,9666602,0,12127,9654475,1728707,0,2763480,393333,0,609723,2631363,204694,47754,0,150305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495802,0,0,0,549975,38894,0,0,0,2467881,3361507,3736888,47754,16192572,8015471,8177101,3968999,5899849,4103268,1676486,543970,7321665,7052176,938989,879742,105%
,Utrecht,7614,852364,707180,0,743,706437,143796,0,192546,36698,0,41712,166116,21834,3205,0,14448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47283,0,0,0,34150,2426,0,0,0,194820,251078,255111,3205,1152218,563167,589051,288500,445092,275880,106520,36226,550899,481719,63445,56155,7%
,Zeeland,3837,281550,227063,0,228,226835,35538,0,72545,6093,0,11408,53928,6643,1274,0,17521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8514,0,0,0,11918,819,0,0,0,65796,85281,73850,1274,378348,187526,190822,91877,122678,101480,45088,17225,152954,180772,21000,23622,2%
,Zuid-Holland,23189,2554711,2006531,0,3281,2003250,396277,0,498688,87033,0,105494,519599,44552,12724,0,51071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95029,0,0,0,174381,8149,0,0,0,629878,630273,720122,12724,3439982,1695515,1744467,844664,1275570,847370,346380,125998,1584125,1439082,228426,188349,22%
2006,Drenthe,2107,373341,309870,0,287,309583,44351,12248,69694,3947,0,49193,95120,15840,4373,0,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11739,0,0,0,0,0,0,1086,0,58732,89481,156052,4373,484481,239540,244941,117588,150560,136885,59469,19979,202283,227510,24484,30204,3%
,Flevoland,1430,260877,205747,0,328,205419,34541,13866,48811,3188,0,31046,42791,12133,4304,0,4356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7649,0,0,0,0,0,447,1097,0,53860,64132,81486,4751,370656,185120,185536,110346,139111,88572,25012,7615,179863,153968,24621,12204,2%
,Fryslân,7152,490110,406127,0,465,405662,42939,13244,114152,4302,0,69257,111627,24790,5373,0,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15340,0,0,0,0,0,257,1266,0,59230,143244,196224,5630,642230,320611,321619,160840,211759,172241,72133,25257,291304,281459,32798,36669,4%
,Gelderland,12505,1490730,1226276,0,1343,1224933,165163,53404,359004,22140,0,197418,248321,59405,19260,0,36895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53333,0,0,0,0,0,1138,4757,0,260219,440549,499072,20398,1975704,974987,1000717,494272,668555,527876,215408,69593,886767,878556,101467,108914,13%
,Groningen,6023,447471,363703,0,558,363145,39476,11527,66396,6746,0,69678,112694,25459,5930,0,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21372,0,0,0,0,0,275,1196,0,53400,98601,203744,6205,574042,285089,288953,130615,207733,151067,61358,23269,277500,229553,33189,33800,4%
,Limburg,11025,865752,674406,0,991,673415,72746,77614,192478,7556,0,138476,136665,7776,10200,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22869,0,0,0,0,0,1816,2095,0,152893,207810,298010,12016,1131938,561127,570811,251400,362743,332767,143510,41518,465527,524456,71557,70398,8%
,Noord-Brabant,14738,1827359,1434619,0,2044,1432575,207531,88205,456136,22522,0,291979,255525,21718,19812,0,5219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48160,0,0,0,0,0,2282,8004,0,308959,500376,595664,22094,2415946,1205186,1210760,584313,831378,656219,268221,75815,1065534,1089138,135545,125729,16%
,Noord-Holland,14446,1928426,1537818,0,4303,1533515,278965,84949,321802,41791,0,257000,341108,34983,41363,0,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107484,0,0,0,0,0,3036,9307,0,376551,398576,705592,44399,2606584,1281597,1324987,610912,950051,686012,263793,95816,1277934,1003878,193740,131032,17%
,Overijssel,5986,834000,692788,0,718,692070,76650,27822,228358,11238,0,102546,145957,47960,7511,0,15404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23715,0,0,0,0,0,543,2129,0,122005,287556,272218,8054,1113529,556103,557426,285770,386114,282544,120572,38529,504968,496903,49556,62102,7%
,Total,459,12264503,9854998,0,16315,9838683,1443312,579490,2608573,193232,0,1630803,2085077,390969,179988,0,153266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453054,0,0,0,0,0,12522,62829,0,2238897,3192774,4168934,192510,16334210,8077407,8256803,3975626,5704537,4323588,1743443,587016,7499312,6964100,995902,874896,107%
,Utrecht,6907,881780,731031,0,1098,729933,122056,36988,195358,19746,0,96617,136215,40283,13567,0,14497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47224,0,0,0,0,0,880,3656,0,177197,255387,280056,14447,1180039,576277,603762,297300,438408,293883,111250,39198,574409,482012,67892,55726,8%
